,Window,Variance GBP,Variance SEK,Variance CAD,Covariance SEK - GBP,Covariance SEK - CAD,Covariance GBP - CAD
155,0.07691520214893899,6.549191811247221e-06,3.6845790327581424e-06,2.23884606311316e-05,1.1323052830840178e-06,5.098024279112307e-07,4.272830741450731e-07
156,0.9402898622022144,5.726339537080947e-05,1.0344045374435154e-05,2.754224892867352e-05,3.495987289047396e-06,3.6371184680675424e-06,5.4557136080600525e-06
157,0.7966018534103437,6.495007227280689e-05,8.713213353494324e-06,2.6666470429660448e-05,1.317222019654453e-06,3.370093665091669e-06,3.0724171753987426e-06
158,0.9320414230881193,6.524381706797212e-05,8.724935611701437e-06,2.6911461240780382e-05,6.618933312161913e-06,5.391290753057108e-06,6.381748641834162e-06
159,0.6059032958845718,5.517754918889004e-05,8.963698829472257e-06,2.565662547572985e-05,6.426151125936867e-06,2.251125156793087e-06,-4.344185771902589e-06
160,0.5101430546665394,4.652633356538965e-05,9.034334676893634e-06,2.3024191358122126e-05,9.530531628875613e-07,2.726460786914702e-07,-2.852245845247668e-06
161,0.9549653628300176,5.334484361223767e-05,9.294755495666438e-06,2.855877220893743e-05,1.895277341189572e-05,6.091248702622261e-06,4.379166549202064e-06
162,0.3465328549191482,1.2883698012677284e-05,5.263341839761659e-06,2.1882127149940128e-05,-1.4745516738996622e-06,1.6596123414453817e-06,-3.7688038371170444e-06
163,0.2689066306614305,9.53623160280755e-06,4.6431299524014986e-06,2.535935309902963e-05,1.4540742567981782e-06,-7.759176717052077e-07,-2.2980123935233184e-06
164,0.6177047274067496,6.207139404632135e-05,8.940348135768203e-06,2.3143542964066403e-05,5.30197776673112e-06,1.6673694840902693e-06,-1.5913456783643949e-06
165,0.9328766649224693,7.194213535710876e-05,8.361274101060271e-06,2.6397159141693098e-05,8.136249811553906e-06,4.872789075694651e-06,7.137170702162396e-06
166,0.509501124661828,5.334694961789674e-05,8.418071798481816e-06,2.3441717804949118e-05,1.8480578221450415e-06,-2.6585050540845673e-08,-2.718709615918137e-06
167,0.573557211121038,5.440289584267928e-05,9.49392540116486e-06,2.5986582689200535e-05,4.994647521222183e-06,-2.2504325967568697e-07,-5.665258601166993e-07
168,0.33128913064341114,1.4377328601512711e-05,5.4094220230521495e-06,2.6872977091526205e-05,-2.5975718136907664e-06,2.135019438803074e-07,1.084111159898796e-06
